Fecha,Año,País,Estado,Sexo,Edad,Provocado,Fatal,Hora_limpia,Momento_día,Especie_grupo,Herida
2006-04-13,2006,USA,Florida,M,35,,False,,,Toro,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT
2006-04-09,2006,BRAZIL,Pernambuco,M,35,,False,,,Tigre,Left leg bitten
2006-03-23,2006,USA,Hawaii,F,28,,False,11,Mañana,Tigre,5 puncture wounds in left calf
2006-03-18,2006,FIJI,Vitu Levu,M,21,,False,18,Tarde,Tigre,Lacerations to right hand
2006-02-12,2006,AUSTRALIA,South Australia,M,,,False,12,Tarde,Blanco,No injury to occupants; shark nudged the 5.3 m boat
2006-02-01,2006,TONGA,Vava'u,F,24,,True,18,Tarde,Tigre,Severe bite to right leg FATAL
2006-01-15,2006,AUSTRALIA,Western Australia,M,52,,False,11,Mañana,Blanco,Lacerations to left elbow
2006-01-07,2006,AUSTRALIA,Queensland,F,21,,True,17,Tarde,Toro,FATAL
2005-12-24,2005,USA,Oregon,M,30,,False,12,Tarde,Blanco,Lacerations to ankle & calf
2005-12-21,2005,USA,Hawaii,M,29,,False,11,Mañana,Tigre,Left hand bitten
,2005,AUSTRALIA,South Australia,NAN,,,False,15,Tarde,Blanco,"No injury to occupants, hydrofoil of outboard motor bitten "
2005-11-25,2005,AUSTRALIA,Victoria,NAN,,,False,,,Blanco,"No injury to occupant, shark bit outboard motor"
,2005,NEW CALEDONIA,,NAN,,,False,,,Blanco,"No injury to occupants, shark lifted bow of boat 3 times"
2005-11-02,2005,USA,California,M,26,,False,7,Mañana,Blanco,"No injury, board bumped"
2005-10-21,2005,USA,California,M,36,,False,11,Mañana,Blanco,No injury
2005-10-19,2005,USA,California,F,20,,False,10,Mañana,Blanco,Leg bitten
2005-10-13,2005,USA,Hawaii,M,22,,False,18,Tarde,Tigre,"No injury, surfboard bitten"
2005-10-01,2005,SOUTH AFRICA,Western Cape Province,M,52,,False,15,Tarde,Blanco,"No injury, shark bit ski"
,2005,AUSTRALIA,New South Wales,M,28,,False,,,Tigre,"No injury, knocked off board"
2005-09-24,2005,AUSTRALIA,South Australia,M,26,,False,12,Tarde,Blanco,Lacerations to legs
2005-09-05,2005,USA,North Carolina,F,18,,False,15,Tarde,Toro,Calf severely lacerated
2005-09-04,2005,AUSTRALIA,South Australia,M,40,,False,15,Tarde,Blanco,Lacerations to right arm & thigh
2005-08-24,2005,AUSTRALIA,South Australia,M,23,,True,16,Tarde,Blanco,FATAL
2005-08-24,2005,USA,California,M,37,,False,11,Mañana,Blanco,Lower right leg lacerated
2005-06-27,2005,USA,Florida,M,16,,False,11,Mañana,Toro,"Leg severely bitten, surgically amputated"
2005-06-25,2005,USA,Florida,F,14,,True,11,Mañana,Toro,"FATAL, leg bitten"
2005-06-13,2005,SOUTH KOREA,South Ch'ungch'ong Province,F,38,,False,,,Blanco,Knee bitten
2005-06-05,2005,USA,New Jersey,M,17,,,11,Mañana,Blanco,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.
2005-06-04,2005,SOUTH AFRICA,Western Cape Province,M,22,,True,15,Tarde,Blanco,FATAL
2005-05-14,2005,USA,Hawaii,NAN,,,False,11,Mañana,Tigre,"No injury, shark bit kayak"
2005-05-02,2005,USA,Hawaii,M,47,,False,10,Mañana,Tigre,"No injury, board damaged"
2005-04-06,2005,USA,Florida,F,,,False,,,Martillo,Left calf injured
2005-03-19,2005,AUSTRALIA,Western Australia,M,26,,True,14,Tarde,Blanco,FATAL
2005-03-12,2005,USA,New Mexico,M,45,,False,15,Tarde,Tigre,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT
2005-02-26,2005,AUSTRALIA,Queensland,M,18,,False,,,Toro,Finger bitten
2005-02-16,2005,USA,Hawaii,M,,,False,14,Tarde,Tigre,"No injury, knocked off board, shark bit board"
2005-01-08,2005,NEW ZEALAND,North Island,M,39,,False,12,Tarde,Blanco,"No injury, kayak bumped repeatedly"
2004-12-16,2004,AUSTRALIA,South Australia,M,18,,True,15,Tarde,Blanco,FATAL
2004-12-11,2004,AUSTRALIA,Queensland,M,38,,True,13,Tarde,Toro,"FATAL, leg bitten"
2004-11-15,2004,SOUTH AFRICA,Western Cape Province,F,77,,True,7,Mañana,Blanco,FATAL
2004-11-11,2004,USA,California,LLI,38,,False,13,Tarde,Blanco,"Lacerations to hand, knee & thigh "
2004-10-31,2004,CUBA,Camaguey Province,M,40,,False,14,Tarde,Toro,Left forearm bitten
2004-10-30,2004,SOUTH AFRICA,Western Cape Province,M,52,,False,,,Blanco,Right ankle & foot lacerated
2004-10-10,2004,USA,California,M,,,False,9,Mañana,Blanco,Lower leg bitten
2004-10-09,2004,USA,Hawaii,M,34,,False,12,Tarde,Tigre,Left shoulder bitten
2004-10-06,2004,REUNION,Conservatória District,M,15,,False,16,Tarde,Tigre,"Leg severely bitten, surgically amputated"
2004-09-25,2004,AUSTRALIA,Queensland,NAN,,,False,12,Tarde,Tigre,"No injury to occupants, boat damaged"
2004-09-20,2004,USA,Oregon,M,26,,False,9,Mañana,Blanco,Leg bitten
2004-08-21,2004,BRAZIL,Pernambuco,M,24,,False,13,Tarde,Tigre,Calf bitten & both hands injured
2004-08-20,2004,USA,California,M,,,False,17,Tarde,Blanco,Foot bitten
2004-08-15,2004,USA,California,M,50,,True,16,Tarde,Blanco,FATAL
2004-08-01,2004,SOUTH AFRICA,KwaZulu-Natal,NAN,,,False,,,Blanco,No injury to occupants; boat damaged
2004-07-30,2004,RUSSIA,Kuril Islands in the Pacific,M,,,False,,,Blanco,Thigh & calf bitten
2004-07-25,2004,USA,Texas,M,11,,False,19,Noche,Toro,Right forearm nearly severed and bites above & below the right knee
,2004,AUSTRALIA,Western Australia,NAN,,,False,,,Blanco,"No injury to occupants; shark mouthed motor, severed anchor line"
2004-06-26,2004,USA,California,M,45,,False,9,Mañana,Blanco,"No injury, shark struck his board"
2004-06-02,2004,SOUTH AFRICA,Western Cape Province,M,21,,True,15,Tarde,Blanco,"FATAL, leg severed "
2004-05-23,2004,BRAZIL,Pernambuco,M,17,,False,14,Tarde,Toro,"Left hand, foot severed &  left calf & arm bitten"
2004-04-22,2004,NEW ZEALAND,North Island,NAN,,,False,,,Blanco,"No injury to occupants, boat scratched by shark"
2004-04-07,2004,USA,Hawaii,M,57,,True,7,Mañana,Tigre,FATAL Severe wound to right thigh & calf
2004-04-05,2004,SOUTH AFRICA,Western Cape Province,M,16,,False,14,Tarde,Blanco,"Left leg lacerated, right leg severed above the knee "
2004-03-31,2004,USA,Florida,M,20,,False,9,Mañana,Toro,15 puncture wounds on foot
2004-03-29,2004,BRAZIL,Pernambuco,M,22,,False,7,Mañana,Toro,"Lower left leg bitten, surgically amputated"
2004-03-28,2004,USA,Florida,M,,,False,15,Tarde,Toro,Heel bitten
2004-03-16,2004,USA,Hawaii,M,51,,False,7,Mañana,Tigre,"No injury, board bitten"
2004-01-25,2004,AUSTRALIA,Western Australia,M,46,,False,11,Mañana,Blanco,Left leg bitten
2004-01-23,2004,URUGUAY,Rocha,M,21,,False,,,Tigre,Puncture wounds to dorsum of right foot
2004-01-21,2004,VENEZUELA,Anzoategui,M,,,False,14,Tarde,Toro,Lower back & hand bitten
2004-01-21,2004,VENEZUELA,Anzoategui,M,40,,False,11,Mañana,Toro,Right leg bitten
2003-11-27,2003,SOUTH AFRICA,KwaZulu-Natal,M,21,,True,8,Mañana,Tigre,"Presumed FATAL, severed hand recovered"
2003-11-12,2003,INDIA,Tamil Nadu,M,35,,False,,,Tigre,Left index finger lacerated
2003-11-06,2003,SOUTH AFRICA,KwaZulu-Natal,NAN,,,False,,,Blanco,"No injury to occupants, hull of ski bitten"
2003-10-31,2003,USA,Hawaii,F,13,,False,7,Mañana,Tigre,Left arm severed below shoulder
2003-09-12,2003,SOUTH AFRICA,Western Cape Province,M,19,,True,14,Tarde,Blanco,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  "
2003-08-29,2003,USA,Texas,M,,,False,12,Tarde,Toro,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  
2003-08-19,2003,USA,California,F,50,,True,8,Mañana,Blanco,"FATAL          Hip & upper thigh bitten, femoral artery severed "
2003-08-08,2003,SOUTH AFRICA,Eastern Cape Province,M,16,,False,8,Mañana,Blanco,"No injury, wetsuit torn & board bitten"
2003-07-04,2003,BAHAMAS,Abaco Islands,M,39,,False,14,Tarde,Toro,Left calf bitten
2003-07-01,2003,USA,Florida,M,,,False,,,Martillo,Laceration to toe
2003-05-01,2003,PHILIPPINES,Baatan,NAN,,,False,,,Blanco,Arm severed
2003-04-23,2003,BRAZIL,Pernambuco,M,17,,False,17,Tarde,Toro,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation"
2003-02-27,2003,NEW ZEALAND,Southland,M,44,,False,11,Mañana,Blanco,Arm lacerated (shark made 3 strikes)
2003-02-08,2003,AUSTRALIA,Queensland,M,84,,True,,,Toro,FATAL
2003-01-03,2003,COSTA RICA,North Pacific coast,M,,,False,,,Toro,Lower right leg lacerated
2002-12-29,2002,AUSTRALIA,Queensland,F,18,,False,,,Martillo,Left arm lacerated
2002-12-24,2002,SOUTH AFRICA,Western Cape Province,M,25,,False,12,Tarde,Blanco,Forearms lacerated
2002-12-16,2002,AUSTRALIA,Queensland,M,23,,True,2,Madrugada,Toro,FATAL
2002-11-28,2002,USA,California,M,48,,False,9,Mañana,Blanco,Both legs severely lacerated
2002-10-14,2002,BRAZIL,Pernambuco,M,36,,True,16,Tarde,Tigre,"FATAL, body not recovered"
2002-09-27,2002,TONGA,Vava'u,M,,,False,15,Tarde,Tigre,Thigh lacerated  PROVOKED INCIDENT
2002-09-16,2002,BRAZIL,Pernambuco,M,19,,False,15,Tarde,Tigre,"Left thigh bitten, leg surgically amputated"
2002-09-13,2002,SOUTH AFRICA,Western Cape Province,M,47,,False,16,Tarde,Blanco,No injury
2002-09-05,2002,USA,Florida,M,36,,False,17,Tarde,Martillo,2 small puncture wounds on left foot PROVOKED INCIDENT
2002-08-28,2002,USA,Hawaii,M,16,,False,15,Tarde,Tigre,Left foot lacerated 
,2002,UNITED KINGDOM,Cheshire,M,30,,False,,,Tigre,Hand bitten by captive shark PROVOKED INCIDENT
2002-07-20,2002,USA,North Carolina,F,15,,False,17,Tarde,Toro,Calf bitten
2002-07-10,2002,BRAZIL,Pernambuco,M,22,,False,15,Tarde,Tigre,Right hand severed
2002-07-04,2002,USA,North Carolina,F,9,,False,17,Tarde,Toro,"Calf, foot & hand bitten"
2002-06-11,2002,USA,Hawaii,NAN,,,False,13,Tarde,Tigre,"No injury, shark bit side of surfboard"
2002-05-31,2002,USA,California,M,24,,False,14,Tarde,Blanco,Lacerated leg & back
,2002,COSTA RICA,Guanacaste,M,,,False,,,Toro,Toothmarks in board & his swim trunks
2002-04-30,2002,AUSTRALIA,South Australia,M,23,,True,12,Tarde,Blanco,"FATAL, torso & leg bitten  "
2002-04-09,2002,BAHAMAS,Abaco Islands,M,43,,False,10,Mañana,Toro,Calf bitten
2002-03-25,2002,USA,Hawaii,M,17,,False,12,Tarde,Tigre,Left leg severed below knee
2002-01-30,2002,AUSTRALIA,New South Wales,M,20,,False,20,Noche,Tigre,Bruises & minor cuts
2002-01-01,2002,USA,Hawaii,M,35,,False,13,Tarde,Tigre,Lacerations to buttocks & thigh
2001-09-30,2001,MEXICO,Guerrero,M,26,,False,,,Tigre,Hand injured
2001-09-30,2001,AUSTRALIA,Queensland,M,31,,False,,,Blanco,No injury from shark
2001-09-13,2001,UNITED KINGDOM,Cheshire,M,,,False,,,Tigre,Head bitten by captive shark PROVOKED INCIDENT
2001-09-03,2001,USA,North Carolina,M,28,,True,18,Tarde,Blanco,FATAL
2001-09-03,2001,USA,North Carolina,F,23,,False,18,Tarde,Blanco,Left buttock & foot  severed
2001-09-01,2001,USA,Virginia,M,10,,True,18,Tarde,Toro,"FATAL, thigh bitten "
2001-08-31,2001,BAHAMAS,Abaco Islands,M,44,,False,13,Tarde,Toro,Torso lacerated
2001-08-16,2001,BAHAMAS,Grand Bahama Island,M,43,,False,16,Tarde,Toro,Calf bitten
2001-07-06,2001,USA,Florida,M,8,,False,,,Toro,"Arm severed, surgically reattached"
2001-06-10,2001,USA,California,M,52,,False,9,Mañana,Blanco,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT"
2001-05-08,2001,SOUTH AFRICA,Eastern Cape Province,M,26,,False,,,Blanco,Leg bitten
2001-04-08,2001,SOUTH AFRICA,Eastern Cape Province,M,46,,False,9,Mañana,Blanco,"Thigh, hip & buttock bitten"
2001-03-01,2001,CARIBBEAN SEA,,NAN,,,True,,,Tigre,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body"
2001-02-26,2001,AUSTRALIA,Western Australia,NAN,,,False,,,Blanco,No injury to occupants
2001-01-21,2001,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,No injury to occupants
2001-01-06,2001,NEW ZEALAND,North Island,M,,,False,,,Blanco,"No injury, kayak bitten"
2000-12-11,2000,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,No injury to occupants
2000-11-21,2000,AUSTRALIA,Queensland,M,28,,False,,,Tigre,"No injury, wetsuit & swimfin torn"
2000-11-06,2000,AUSTRALIA,Western Australia,M,52,,False,6,Mañana,Blanco,Leg & feet lacerated
2000-11-06,2000,AUSTRALIA,Western Australia,M,49,,True,6,Mañana,Blanco,"FATAL, torso bitten, leg severed "
2000-11-04,2000,USA,California,M,27,,False,16,Tarde,Blanco,Both thighs bitten
2000-10-29,2000,AUSTRALIA,Queensland,NAN,31,,False,22,Noche,Blanco,"No Injury to occupant, shark holed and sank boat"
2000-10-18,2000,USA,Hawaii,F,56,,False,11,Mañana,Tigre,Right side of back / torso lacerated
2000-09-29,2000,USA,California,M,,,False,9,Mañana,Blanco,No injury
2000-09-25,2000,AUSTRALIA,South Australia,M,17,,True,13,Tarde,Blanco,FATAL
2000-09-24,2000,AUSTRALIA,South Australia,M,25,,True,7,Mañana,Blanco,FATAL
2000-09-16,2000,OKINAWA,Miyako Island,M,31,,True,17,Tarde,Blanco, FATAL
2000-09-10,2000,SOUTH AFRICA,Western Cape Province,M,48,,False,11,Mañana,Blanco,Swim fin bitten
2000-09-08,2000,REUNION,Saint-Pierre,M,27,,False,18,Tarde,Tigre,Left arm bitten
2000-08-30,2000,USA,Florida,M,69,,True,16,Tarde,Toro,FATAL
2000-08-15,2000,USA,Hawaii,M,53,,False,11,Mañana,Tigre,Left calf lacerated
2000-07-06,2000,USA,North Carolina,F,12,,False,16,Tarde,Tigre,Calf lacerated
2000-06-13,2000,USA,Florida,NAN,,,False,14,Tarde,Toro,"No injury to occupants, boat's rear platform bitten"
2000-06-09,2000,USA,Alabama,M,55,,False,6,Mañana,Toro,Puncture wounds on right hip and arm
2000-06-09,2000,USA,Alabama,M,44,,False,6,Mañana,Toro,Right forearm severed surgically amputated above elbow
2000-05-13,2000,NEW CALEDONIA,South Province,NAN,,,True,,,Tigre,Sharks prevented recovery of remains
2000-03-15,2000,NEW CALEDONIA,North Province,M,35,,True,,,Tigre,FATAL
2000-03-14,2000,AUSTRALIA,New South Wales,M,,,False,19,Noche,Tigre,No Injury
2000-02-19,2000,SOUTH AFRICA,Western Cape Province,M,,,False,14,Tarde,Blanco,Foot bitten
2000-01-01,2000,USA,Florida,M,,,False,,,Martillo,No injury to occupant; shark bit propeller
1999-12-26,1999,BRAZIL,Pernambuco,M,18,,False,,,Tigre,"Leg bitten, surgically amputated"
1999-11-23,1999,USA,Hawaii,F,51,,False,17,Tarde,Tigre,"Buttock bitten, hands lacerated"
1999-11-15,1999,USA,California,M,,,False,,,Blanco,"No injury, board bitten"
1999-11-13,1999,SOUTH AFRICA,KwaZulu-Natal,M,35,,False,,,Blanco,Lower legs lacerated
1999-10-01,1999,USA,Hawaii,M,16,,False,18,Tarde,Tigre,Right arm bitten
1999-09-24,1999,ITALY,Adriatic Sea,NAN,,,False,,,Blanco,No Injury to occupants
1999-09-19,1999,USA,California,M,37,,False,18,Tarde,Blanco,"No injury, but kayak scraped & dented"
1999-08-05,1999,BAHAMAS,Abaco Islands,M,35,,False,17,Tarde,Toro,Right arm bitten
1999-07-29,1999,SOUTH AFRICA,Western Cape Province,M,42,,False,14,Tarde,Blanco,Right thigh bitten
1999-07-26,1999,USA,Florida,M,43,,False,18,Tarde,Toro,Ankle bitten
1999-07-21,1999,USA,Hawaii,M,43,,False,10,Mañana,Tigre,Right thigh & buttock bitten
1999-07-15,1999,SOUTH AFRICA,Western Cape Province,M,14,,True,11,Mañana,Blanco,FATAL
1999-07-03,1999,SOUTH AFRICA,Eastern Cape Province,M,29,,False,,,Blanco,Leg & board bitten
1999-05-29,1999,AUSTRALIA,South Australia,M,22,,True,14,Tarde,Blanco,"FATAL, body not recovered"
1999-05-01,1999,BRAZIL,Pernambuco,M,21,,False,,,Tigre,Leg & hands bitten
1999-04-11,1999,REUNION,L' Etang Salé-les-Bains,M,52,,True,10,Mañana,Toro,FATAL
1999-02-23,1999,AUSTRALIA,New South Wales,M,35,,False,,,Tigre,"Left hand & forearm bitten, board bitten"
1999-01-29,1999,MAURITIUS,,M,47,,False,,,Toro,Legs & torso injured
1999-01-13,1999,SOUTH AFRICA,Eastern Cape Province,M,,,False,,,Blanco,"No Injury, ski bitten"
1999-01-03,1999,REUNION,Saint-Leu,NAN,,,True,,,Toro,FATAL
1999-01-01,1999,SOUTH AFRICA,Western Cape Province,M,30,,False,12,Tarde,Blanco,Heel lacerated
,1998,SOUTH AFRICA,Eastern Cape Province,M,18,,False,17,Tarde,Blanco,Leg bitten
1998-11-21,1998,USA,Florida,M,9,,True,14,Tarde,Tigre,FATAL
1998-11-05,1998,USA,Oregon,M,32,,False,,,Blanco,No injury
1998-11-02,1998,BRAZIL,Pernambuco,M,22,,True,,,Blanco,"FATAL, left forearm severed  "
1998-08-26,1998,USA,California,M,16,,False,14,Tarde,Blanco,"Thigh, buttocks & lower back lacerated"
1998-08-12,1998,SOUTH AFRICA,Transvaal,M,,,False,,,Tigre,Lacerations to right shin  PROVOKED INCIDENT
1998-08-01,1998,SOUTH AFRICA,Western Cape Province,M,19,,False,,,Blanco,Legs bitten
1998-08-01,1998,SOUTH AFRICA,Western Cape Province,M,24,,False,13,Tarde,Blanco,Leg bitten
1998-06-28,1998,AUSTRALIA,South Australia,M,26,,True,14,Tarde,Blanco,"FATAL, left thigh and lower leg severely injured  "
1998-06-22,1998,SOUTH AFRICA,Eastern Cape Province,M,20,,True,9,Mañana,Blanco,"FATAL, hands & calf bitten  "
1998-05-29,1998,SOUTH AFRICA,Eastern Cape Province,M,15,,False,,,Blanco,Right shoulder & arm bitten
1998-05-16,1998,SOUTH AFRICA,Western Cape Province,M,22,,False,14,Tarde,Blanco,"Lower legs bitten, foot severed"
1998-04-21,1998,USA,Oregon,M,50,,False,9,Mañana,Blanco,Right thigh bitten
1998-03-15,1998,SOUTH AFRICA,Western Cape Province,M,33,,False,17,Tarde,Blanco,Lower leg lacerated
1998-01-01,1998,USA,Virginia,M,,,False,,,Tigre,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime
1997-12-28,1997,SOUTH AFRICA,Western Cape Province,M,39,,True,14,Tarde,Blanco,FATAL
1997-11-09,1997,AUSTRALIA,Western Australia,M,42,,False,,,Blanco,Left arm lacerated when shark grabbed scooter
1997-10-28,1997,AUSTRALIA,Western Australia,M,51,,False,,,Blanco,"Sierakowski suffered a minor facial injury, ski bitten in half by shark"
1997-10-28,1997,USA,Hawaii,M,19,,False,7,Mañana,Tigre,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand"
1997-08-24,1997,USA,California,M,29,,False,12,Tarde,Blanco,Leg & hand bitten
1997-08-14,1997,MEXICO,Quintana Roo,M,33,,True,,,Tigre,"FATAL, arm & leg severed "
1997-08-11,1997,EGYPT,Red Sea,M,16,,True,,,Blanco,FATAL
1997-07-21,1997,SOUTH AFRICA,Eastern Cape Province,M,25,,True,12,Tarde,Blanco,FATAL
1997-07-12,1997,OKINAWA,Miyako,M,55,,True,,,Blanco,"FATAL, legs severed  "
1997-06-15,1997,FIJI,Taveuni,F,47,,False,14,Tarde,Tigre,"Bitten on inner thigh, leg surgically amputated"
1997-04-20,1997,BRAZIL,Rio de Janeiro,M,22,,False,,,Blanco,Lower left leg & ankle bitten
1997-02-28,1997,AUSTRALIA,Queensland,M,30,,False,,,Tigre,Left arm bitten
1997-01-20,1997,AUSTRALIA,Western Australia,M,41,,True,18,Tarde,Tigre,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered "
1997-01-03,1997,REUNION,,M,,,True,,,Toro,FATAL
1997-01-01,1997,AUSTRALIA,Victoria,NAN,,,False,,,Blanco,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers"
1996-12-10,1996,SOUTH AFRICA,Eastern Cape Province,M,,,False,16,Tarde,Blanco,Elbow bitten
1996-11-29,1996,USA,California,M,45,,False,8,Mañana,Blanco,Single laceration on ankle & board bitten
1996-10-05,1996,USA,California,M,22,,False,13,Tarde,Blanco,Lower leg bitten
1996-10-03,1996,USA,California,M,31,,False,7,Mañana,Blanco,"No Injury, shark struck his board"
1996-09-06,1996,NEW ZEALAND,Chatham Islands ,M,23,,False,10,Mañana,Blanco,"Back, arms & wrist severely lacerated"
1996-09-01,1996,SOUTH AFRICA,KwaZulu-Natal,M,29,,False,7,Mañana,Blanco,No injury  PROVOKED INCIDENT
1996-08-29,1996,USA,Hawaii,M,19,,False,16,Tarde,Tigre,Right calf bitten
1996-08-13,1996,USA,California,M,36,,False,11,Mañana,Blanco,"Left shoulder, forearm, hand & abdomen lacerated"
1996-08-11,1996,USA,Florida,M,21,,False,14,Tarde,Martillo,"No injury, towed by shark that grabbed stringer of fish tied to his waist"
1996-07-23,1996,OKINAWA,Miyako,M,52,,True,,,Blanco,"FATAL, torso & abdomen bitten,  forearm severedL"
1996-06-06,1996,AUSTRALIA,Victoria,M,,,False,17,Tarde,Blanco,"No injury, board bitten"
1996-05-28,1996,SOUTH AFRICA,Western Cape Province,M,17,,False,14,Tarde,Blanco,Leg bitten
1996-03-05,1996,AUSTRALIA,Queensland,F,47,,False,7,Mañana,Tigre,Left arm & leg lacerated
1996-01-16,1996,USA,Hawaii,M,53,,False,15,Tarde,Tigre,Lacerations to left foot & right shin
1996-01-10,1996,REUNION,Saint-Paul ,M,25,,True,16,Tarde,Tigre,FATAL
1996-01-01,1996,FIJI,Taveuni,M,,,True,,,Tigre,FATAL
1996-01-01,1996,USA,North Carolina,M,,,False,,,Tigre,Survived
1995-11-11,1995,NEW ZEALAND,"Chatham Islands, east of New  Zealand",M,22,,False,,,Blanco,Leg & chest lacerated
1995-09-28,1995,USA,California,M,25,,False,17,Tarde,Blanco,"Right foot bruised, board bitten"
1995-09-13,1995,USA,Florida,M,25,,True,,,Toro,"Presumed FATAL, body not recovered"
1995-09-11,1995,AUSTRALIA,Western Australia,M,29,,True,15,Tarde,Blanco,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995"
1995-09-03,1995,USA,California,M,32,,False,16,Tarde,Blanco,Lower leg bitten
1995-06-30,1995,USA,California,M,31,,False,17,Tarde,Blanco,"Forearm, abdomen & upper leg lacerated"
1995-06-24,1995,USA,California,F,,,False,,,Blanco,Minor injuries
1995-06-14,1995,USA,Hawaii,M,38,,False,11,Mañana,Tigre,Puncture wounds & scratches to torso & left leg 
1995-06-13,1995,HONG KONG,Clearwater Bay,F,45,,True,,,Tigre,"FATAL, left  leg & forearm severed"
1995-05-26,1995,USA,Florida,M,15,,False,,,Toro,Left foot bitten
1995-04-09,1995,JAPAN,Aichi Prefecture,M,47,,True,10,Mañana,Blanco,FATAL
1995-01-24,1995,SOUTH AFRICA,KwaZulu-Natal,M,14,,True,18,Tarde,Tigre,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated "
1994-12-30,1994,SOUTH AFRICA,Western Cape Province,M,26,,False,16,Tarde,Blanco,"No injury, board bitten"
1994-12-09,1994,USA,California,M,42,,True,8,Mañana,Blanco,"FATAL, right leg nearly severed, puncture wounds to left leg "
1994-09-21,1994,USA,Oregon,M,43,,False,16,Tarde,Blanco,"No injury, surfboard bitten"
1994-07-09,1994,REUNION,Saint-Denis,M,24,,True,13,Tarde,Toro,FATAL
1994-07-09,1994,SOUTH AFRICA,Eastern Cape Province,M,22,,True,13,Tarde,Blanco,"FATAL, leg severed "
1994-07-09,1994,SOUTH AFRICA,Eastern Cape Province,M,31,,False,13,Tarde,Blanco,Buttock & leg bitten
1994-04-15,1994,REUNION,Saint-Joseph,NAN,,,True,,,Toro,FATAL
1994-04-02,1994,SOUTH AFRICA,Western Cape Province,M,,,True,,,Blanco,FATAL  
1994-03-23,1994,CHILE,,F,19,,False,11,Mañana,Blanco,Leg severed mid-thigh
1994-03-23,1994,CHILE,,M,,,False,11,Mañana,Blanco,Thigh bitten
1994-02-12,1994,SOUTH AFRICA,Eastern Cape Province,M,15,,False,16,Tarde,Blanco,Leg bitten 
1994-01-31,1994,USA,Hawaii,M,,,True,,,Tigre,FATAL
,1994,AUSTRALIA,Western Australia,NAN,,,False,7,Mañana,Blanco,"No injury to occupants, shark bit anchor and ladder"
,1994,HONG KONG,,F,,,False,,,Tigre,Both legs lacerated
1993-12-01,1993,USA,Hawaii,M,,,True,,,Tigre,FATAL
1993-11-21,1993,AUSTRALIA,Western Australia,M,27,,True,15,Tarde,Tigre,FATAL
1993-10-30,1993,USA,California,M,26,,False,16,Tarde,Blanco,Serious injury to left leg
1993-10-26,1993,USA,Florida,F,26,,False,10,Mañana,Toro,Thigh & hand lacerated
1993-10-10,1993,USA,California,F,34,,False,14,Tarde,Blanco,"No Injury, Kayak holed"
1993-10-01,1993,USA,Hawaii,NAN,,,False,,,Tigre,Serious leg wounds
1993-09-26,1993,SOUTH AFRICA,Western Cape Province,M,36,,False,11,Mañana,Blanco,Calf lacerated
1993-09-16,1993,EL SALVADOR,La Libertad,NAN,15,,False,,,Blanco,Left leg gashed
1993-08-15,1993,USA,California,NAN,,,False,11,Mañana,Blanco,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times
1993-08-15,1993,USA,North Carolina,F,19,,False,10,Mañana,Toro,Severe lacerations to abdomen & thighs
1993-08-14,1993,AUSTRALIA,Western Australia,NAN,,,False,,,Blanco,"No injury to occupants. Shark struck boat, lifting the outboard motor"
1993-08-12,1993,USA,California,M,39,,False,14,Tarde,Blanco,Severe bites to head & shoulder
1993-08-01,1993,EL SALVADOR,La Libertad,NAN,,,True,,,Blanco,FATAL x 2
1993-07-30,1993,SOUTH AFRICA,Eastern Cape Province,M,28,,False,15,Tarde,Blanco,Puncture wounds on chest
1993-06-10,1993,USA,Hawaii,M,22,,False,7,Mañana,Tigre,Feet & ankles bitten
1993-06-09,1993,AUSTRALIA,New South Wales,M,31,,True,9,Mañana,Blanco,FATAL
1993-06-05,1993,AUSTRALIA,Tasmania,F,34,,True,10,Mañana,Blanco,FATAL
1993-03-17,1993,JAPAN,Ehime Prefecture,NAN,,,False,,,Blanco,Survived
1993-03-14,1993,USA,Hawaii,M,35,,False,15,Tarde,Tigre,Lower legs lacerated 
1993-03-12,1993,USA,California,M,55,,False,14,Tarde,Blanco,"No injury, swim fin bitten"
1993-01-02,1993,USA,Oregon,M,29,,False,16,Tarde,Blanco,"No injury, shark bit board"
,1993,ANGOLA,West Africa,M,,,False,,,Blanco,Right Leg bitten
1992-12-28,1992,USA,Hawaii,M,10,,False,,,Tigre,Right leg bruised & abraded
