Fecha,Año,País,Estado,Sexo,Edad,Provocado,Fatal,Hora_limpia,Momento_día,Especie_grupo,Herida
1966-02-27,1966,AUSTRALIA,New South Wales,M,13,,False,14,Tarde,Blanco,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg"
1966-01-22,1966,USA,California,M,29,,False,10,Mañana,Blanco,"Hand, arm & thigh bitten"
1966-01-05,1966,USA,Florida,M,35,,False,16,Tarde,Martillo,Thigh gashed
1965-04-29,1965,USA,Florida,M,49,,False,15,Tarde,Toro,"Thighs abraded, puncture wounds in dorsal surface of left hand"
1965-04-10,1965,USA,Florida,M,28,,False,11,Mañana,Blanco,Left hand severely lacerated
1965-04-04,1965,PALAU,Western Caroline Islands,M,8,,False,15,Tarde,Tigre,Right leg bitten
1965-01-23,1965,SOUTH AFRICA,KwaZulu-Natal,M,22,,False,13,Tarde,Blanco,"No injury, ski bitten"
1964-11-29,1964,AUSTRALIA,Victoria ,M,25,,False,14,Tarde,Blanco,Left leg severed
1964-11-13,1964,AUSTRALIA,New South Wales,M,25,,False,,,Blanco,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT"
1964-08-08,1964,USA,Florida,M,28,,False,12,Tarde,Martillo,"No injury, shark hit scuba tank"
1964-07-08,1964,USA,Florida,M,,,False,,,Blanco,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT"
1964-05-08,1964,FIJI,Vita Levu,M,35,,True,11,Mañana,Tigre,"FATAL, buttocks, lower abdomen & genitalia removed  "
,1964,FIJI,,NAN,,,False,,,Tigre,Hooked shark bit boat PROVOKED INCIDENT
1964-02-10,1964,NEW ZEALAND,North Island,M,26,,False,18,Tarde,Blanco,"No injury to diver, shark bit speargun"
1954-02-08,1964,SOUTH AFRICA,Western Cape Province,M,25,,False,8,Mañana,Blanco,Right ankle lacerated
1964-02-05,1964,NEW ZEALAND,South Island,M,19,,True,6,Mañana,Blanco,"FATAL, both legs bitten & right leg severed at knee "
1964-02-01,1964,USA,Florida,M,12,,False,,,Martillo,No injury
1964-01-21,1964,SOUTH AFRICA,Western Cape Province,NAN,,,False,11,Mañana,Blanco,"No injury to occupants, shark holed  boat"
1964-01-11,1964,USA,California,M,21,,False,12,Tarde,Blanco,Leg & thigh bitten
,1964,PAPUA NEW GUINEA,New Britain,M,,,True,,,Tigre,FATAL
1963-12-20,1963,SOUTH AFRICA,Western Cape Province,M,,,False,12,Tarde,Blanco,Foot lacerated
1963-12-08,1963,AUSTRALIA,South Australia,M,23,,False,12,Tarde,Blanco,Torso & hand lacerated
1963-12-04,1963,NEW BRITAIN,"South Coast, East New Britain",M,22,,True,,,Tigre,"FATAL, leg severely bitten"
1963-11-30,1963,PAPUA NEW GUINEA,Gulf Province,F,18,,False,14,Tarde,Tigre,Left arm lacerated  PROVOKED INCIDENT
1963-11-28,1963,FIJI, Lau Province,F,21,,False,11,Mañana,Tigre,Elbow bitten
1963-11-14,1963,AUSTRALIA,Queensland,M,,,False,,,Blanco,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT"
1963-09-29,1963,CHILE,,M,,,True,11,Mañana,Blanco,FATAL
1963-07-28,1963,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,M,26,,False,8,Mañana,Tigre,Upper left arm bitten
1963-06-01,1963,GREECE,Thessaly,F,42,,True,16,Tarde,Blanco,FATAL
1963-02-08,1963,FIJI,Lomaiviti  Island Group,M,28,,False,10,Mañana,Blanco,Left arm bitten
1963-01-28,1963,AUSTRALIA,New South Wales,F,32,,True,13,Tarde,Toro,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  "
1963-01-04,1963,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT
1962-12-09,1962,AUSTRALIA,South Australia,M,16,,True,14,Tarde,Blanco,"FATAL, right leg bitten thigh to calf  "
1962-11-11,1962,USA,California,M,24,,False,12,Tarde,Blanco,"Arm, hand, buttock, leg and thigh bitten"
1962-09-02,1962,ITALY,Tyrrhenian Sea,M,28,,True,10,Mañana,Blanco,"FATAL, multiple injuries to both legs  "
,1962,ITALY,Tyrrhenian Sea,M,,,False,,,Blanco,No injury
1962-02-05,1962,SOUTH AFRICA,KwaZulu-Natal,M,13,,True,16,Tarde,Blanco,"FATAL, tissue removed from thigh, femoral artery severed "
1962-01-14,1962,USA,California,M,29,,False,10,Mañana,Blanco,Buttock bitten & major leg wound
1962-01-11,1962,PAPUA NEW GUINEA,"10ºS, 142ºE",M,24,,False,12,Tarde,Blanco,Left leg & buttocks bitten
1962-01-10,1962,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat
1961-09-24,1961,CROATIA,Primorje-Gorski Kotar County ,M,19,,True,,,Blanco,"FATAL, hand severed & legs bitten  "
1961-08-20,1961,USA,California,M,16,,False,9,Mañana,Blanco,"Foot, leg  & groin lacerated"
1961-08-16,1961,USA,South Carolina,M,19,,False,8,Mañana,Blanco,"Right arm bitten. Left leg bitten, surgically amputated "
1961-07-07,1961,AUSTRALIA,Queensland,NAN,,,False,,,Blanco,"No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT"
1961-07-01,1961,ITALY,Adriatic Sea,M,21,,False,14,Tarde,Blanco,Foot bitten
,1961,USA,Florida,M,,,False,,,Martillo,"No injury to diver or occupants of the boat, shark butted boat "
1961-05-21,1961,USA,California,M,20,,False,8,Mañana,Blanco,"No injury, wetsuit bitten"
1961-05-15,1961,USA,Florida,M,52,,False,11,Mañana,Martillo,Middle finger of left hand & right forearm lacerated
1961-04-16,1961,USA,Florida,M,22,,False,,,Tigre,Thigh bitten
1961-03-12,1961,AUSTRALIA,South Australia,M,21,,False,14,Tarde,Blanco,Left leg bitten  & left forearm lacerated
1961-01-22,1961,SOUTH AFRICA,KwaZulu-Natal,M,15,,False,14,Tarde,Blanco,Left thigh bitten 
1961-01-06,1961,SOUTH AFRICA,KwaZulu-Natal,M,13,,False,19,Noche,Blanco,"Right foot, leg and hand bitten"
1961-01-06,1961,AUSTRALIA,Northern Territory,M,,,False,,,Martillo,Finger bitten by hooked shark PROVOKED INCIDENT
1960-12-24,1960,SOUTH AFRICA,KwaZulu-Natal,M,25,,True,16,Tarde,Blanco,"FATAL, legs severed "
1960-12-01,1960,AUSTRALIA,Queensland,M,,,False,,,Toro,Bitten & survived
1960-11-01,1960,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, shark bit 45 cm hole in hull"
1960-10-24,1960,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, shark rammed & bit  boat"
1960-10-01,1960,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"Shark rammed boat, breaching its hull"
1960-06-27,1960,NEW ZEALAND,Cook Strait,NAN,,,False,,,Blanco,Harpooned shark bit boat PROVOKED INCIDENT
1960-05-19,1960,USA,California,F,16,,False,13,Tarde,Blanco,"Left leg bitten, surgically amputated below the knee"
1960-04-30,1960,SOUTH AFRICA,KwaZulu-Natal,M,16,,False,15,Tarde,Blanco,Multiple major injuries
1960-04-24,1960,USA,California,M,48,,False,14,Tarde,Blanco,Foot & swim fin bitten 
1960-04-12,1960,AUSTRALIA,New South Wales,M,17,,False,,,Blanco,Right arm & side bruised
1960-04-10,1960,AUSTRALIA,Western Australia,M,,,False,,,Tigre,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT"
1960-04-01,1960,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,Hooked shark bit stern  PROVOKED INCIDENT
1960-04-01,1960,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,Shark rammed boat & bit transom
1960-02-19,1960,PAPUA NEW GUINEA,Central Province,M,26,,True,,,Tigre,"FATAL, legs bitten "
1960-02-10,1960,AUSTRALIA,New South Wales,NAN,,,False,,,Tigre,No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT
1960-01-16,1960,AUSTRALIA,New South Wales,M,13,,True,15,Tarde,Toro,"FATAL, right leg severed above knee, surgically amputated but died 9 days later "
1959-12-29,1959,AUSTRALIA,Queensland,NAN,,,False,,,Tigre,No injury to occupants
1959-10-04,1959,USA,California,M,30,,False,15,Tarde,Blanco,"Ankle twisted, swim fin bitten"
1959-10-01,1959,FIJI,Kadavu,M,36,,False,12,Tarde,Tigre,forearm abraded
1959-09-26,1959,USA,Florida,M,30,,False,17,Tarde,Martillo,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea."
1959-09-26,1959,USA,South Carolina,NAN,,,,,,Blanco,
,1959,USA,California,NAN,,,False,15,Tarde,Blanco,"No injury to occupant, shark struck stern of boat"
,1959,AZORES,,NAN,,,False,,,Blanco,No injury to occupants; shark bit rudder
1959-08-13,1959,USA,California,M,32,,False,,,Martillo,"No injury, PROVOKED INCIDENT"
1959-07-30,1959,USA,California,NAN,,,False,16,Tarde,Blanco,"No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT"
1959-07-28,1959,USA,California,M,25,,False,19,Noche,Martillo,"14 punctures on right thigh, swim trunks torn"
1959-07-25,1959,USA,California,NAN,21,,False,,,Martillo,No injury to occupant
1959-07-23,1959,USA,California,NAN,,,False,,,Martillo,"No injury to occupant, shark rammed boat"
1959-06-14,1959,USA,California,M,33,,True,17,Tarde,Blanco,"FATAL, body not recovered"
1959-05-30,1959,SOUTH AFRICA,Eastern Cape Province,M,23,,False,,,Blanco,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT"
1959-05-07,1959,USA,California,M,18,,True,17,Tarde,Blanco,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest "
1959-05-03,1959,USA,Florida,M,19,,False,10,Mañana,Tigre,Lacerated hip & hands
1959-04-11,1959,AUSTRALIA,Torres Strait,M,43,,False,,,Tigre,Left hand lacerated when he tried to ward off shark
1959-03-01,1959,USA,Florida,M,,,False,,,Tigre,Boat followed shark; shark holed boat
1959-01-15,1959,SOUTH AFRICA,Western Cape Province,M,18,,False,16,Tarde,Blanco,Thigh & both wrists lacerated
,1959,SOUTH KOREA,South Chungcheong Province,M,,,True,,,Blanco,FATAL
1959-01-01,1959,ATLANTIC OCEAN,,M,,,False,,,Tigre,Hooked shark bit his arm PROVOKED INCIDENT
1958-12-28,1958,TURKEY,Ahirkapi coast,NAN,,,,,,Blanco,Boat damaged
1958-12-13,1958,USA,Hawaii,M,15,,True,13,Tarde,Tigre,"FATAL, leg severed  "
1958-12-12,1958,AMERICAN SAMOA,Tutuila Island,M,22,,True,11,Mañana,Tigre,"FATAL, left thigh & hip bitten  "
1958-11-05,1958,USA,California,NAN,,,False,,,Blanco,"No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor"
1958-08-31,1958,MEXICO,Baja California,NAN,,,False,7,Mañana,Martillo,Shark tried to bite prop twice
1958-07-27,1958,USA,Florida,M,12,,False,16,Tarde,Tigre,3 lacerations on leg
1958-07-27,1958,USA,Florida,M,8,,False,16,Tarde,Tigre,"Left hand and  leg bitten, leg surgically amputated below hip"
1958-07-01,1958,BAHAMAS,Abaco Islands,M,36,,False,12,Tarde,Tigre,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun "
1958-06-24,1958,USA,Florida,M,17,,False,17,Tarde,Tigre,Lower left leg & foot bitten
1958-01-09,1958,SOUTH AFRICA,KwaZulu-Natal,M,,,True,7,Mañana,Blanco,FATAL
1958-01-01,1958,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,No injury to occupants; shark bit propeller
1957-08-01,1957,USA,Florida,M,,,False,,,Toro,Legs bitten PROVOKED INCIDENT
1957-07-24,1957,USA,California,M,,,False,,,Blanco,Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT
1957-07-15,1957,USA,North Carolina,M,57,,True,12,Tarde,Blanco,"FATAL, knee bitten  "
1957-04-28,1957,USA,California,M,25,,True,13,Tarde,Blanco,"FATAL, seen with arm in mouth of shark. Body not recovered.  "
1957-01-01,1957,USA,Florida,M,,,False,,,Toro,"Shark struck helmet, no injury"
1957-01-01,1957,IRAN,Karun River,M,,,False,,,Toro,Survived
1956-12-26,1956,PAPUA NEW GUINEA,Milne Bay Province,M,19,,True,13,Tarde,Tigre,"FATAL, left leg severed at hip, left torso removed "
1956-10-27,1956,SOUTH AFRICA,Western Cape Province,M,29,,False,,,Blanco,Right heel lacerated & swim fin removed by shark
1956-09-01,1956,MAYOTTE,Mozambique Channel,M,,,True,,,Tigre,FATAL
1956-09-01,1956,ITALY,Tyrrenian Sea,M,,,False,,,Blanco,Survived
1956-08-15,1956,USA,California,M,10,,False,16,Tarde,Blanco,"Lacerated thigh, hand & shoulder"
1956-08-01,1956,MALTA,Congreve Channel,NAN,,,False,,,Blanco,"No injury to occupants, but Emmanuel ""later died of shock in hospital"""
1956-07-20,1956,MALTA,St. Thomas Bay,M,40,,True,,,Blanco,FATAL
,1956,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury, sharks bit propellers, etc"
1956-03-25,1956,ITALY,Ligurian Sea,NAN,,,,,,Blanco,No details
1956-01-01,1956,GREECE,Corfu Island,F,15,,True,,,Blanco,FATAL
1955-08-26,1955,CROATIA, Primorje-Gorski Kotar County,F,32,,True,,,Blanco,FATAL
1955-07-15,1955,MONTENEGRO,Adriatic Sea,M,,,True,,,Blanco,FATAL
1955-02-06,1955,USA,California,M,19,,False,12,Tarde,Blanco,"Swimfin & 2 wool socks removed by shark, suit torn"
1955-02-05,1955,AUSTRALIA,New South Wales,M,25,,True,14,Tarde,Blanco,"FATAL, legs bitten "
1954-10-02,1954,CROATIA,Zadar County,NAN,,,,,,Blanco,No details
1954-01-22,1954,ARGENTINA,Buenos Aires Province,M,18,,False,13,Tarde,Blanco,"Arm & left calf bitten, right leg lacerated"
1954-01-01,1954,IRAN,Karun River,M,,,True,,,Toro,FATAL
,1954,IRAN,Karun River,F,,,True,,,Toro,FATAL
,1954,IRAN,Karun River,M,,,False,,,Toro,Survived
1953-09-02,1953,USA,Hawaii,M,,,False,,,Martillo,Leg & foot bitten
1953-07-09,1953,CANADA,Nova Scotia,M,,,False,,,Blanco,Burns drowned as result of attack on boat
1953-04-01,1953,IRAN,Karun River,M,,,False,,,Toro,Arm severed
1953-04-01,1953,IRAN,Karun River,M,,,False,,,Toro,Right forearm severed at the elbow
1953-03-01,1953,PAPUA NEW GUINEA,Milne Bay Province,M,,,True,,,Tigre,"FATAL, arm & leg severed & shark smashed at his body with its tail  "
1952-12-07,1952,USA,California,M,17,,True,14,Tarde,Blanco,"FATAL, leg lacerated  "
1952-07-27,1952,USA,Florida,NAN,,,False,,,Martillo,No injury to occupants. Shark chasing fish leapt into skiff & flopped out
1952-07-05,1952,USA,Puerto Rico,M,,,False,11,Mañana,Tigre,Leg lacerated & bone fractured 
1952-05-27,1952,USA,California,M,,,False,10,Mañana,Blanco,Foot & swimfin bitten
1952-04-06,1952,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,No injury to fisherman Alf Dean & other occupants;
1952-03-30,1952,NETHERLANDS ANTILLES,Curacao,M,,,False,,,Toro,"Buttock bitten, tissue removed"
1951-11-29,1951,SOUTH AFRICA,KwaZulu-Natal,M,23,,False,13,Tarde,Blanco,Thigh bruised & abraded
1951-11-28,1951,SOUTH AFRICA,KwaZulu-Natal,M,24,,False,17,Tarde,Blanco,"Leg severed below knee, defense wounds on hand"
1951-08-17,1951,GREECE,Corfu Island,M,18,,False,,,Blanco,Injured but survived
1951-08-17,1951,GREECE,Corfu Island,F,16,,True,,,Blanco,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)"
1950-11-25,1950,AUSTRALIA,Queensland,M,21,,False,17,Tarde,Blanco,Part of buttocks & fingers severed
1950-10-28,1950,USA,California,M,31,,False,12,Tarde,Blanco,Right leg lacerated
,1950,AUSTRALIA,South Australia,NAN,,,False,,,Blanco,No injury to occupants
1950-07-10,1950,USA,Texas,M,11,,False,,,Martillo,Laceration to leg
1950-05-01,1950,ITALY,Tyrrhenian Sea,M,,,False,,,Blanco,No injury
1950-02-11,1950,SOUTH AFRICA,KwaZulu-Natal,M,14,,True,14,Tarde,Blanco,"FATAL, body not recovered "
1950-01-01,1950,AUSTRALIA,Tasmania,M,,,False,,,Blanco,"No injury to occupant, shark bit side of dinghy"
,1950,INDONESIA,Jakarta Harbour,M,,,True,15,Tarde,Tigre,FATAL
,1950,USA,Hawaii,M,,,,,,Blanco,"No injury from shark, scraped chest climbing out on reef"
1949-01-23,1949,AUSTRALIA,New South Wales,M,20,,True,15,Tarde,Blanco,FATAL
,1949,ITALY,Tyrrhenian Sea,M,,,False,,,Blanco,No injury to occupant
1948-12-27,1948,AUSTRALIA,Western Australia,M,17,,True,,,Tigre,"FATAL, disappeared while swimming  "
1947-12-01,1947,SENEGAL,,M,,,True,11,Mañana,Tigre,"FATAL, right thigh bitten "
1947-06-16,1947,AUSTRALIA,New South Wales,NAN,,,False,,,Tigre,"No injury to occupants, shark bumped & lifted dinghy"
1946-02-10,1946,AUSTRALIA,Western Australia,M,18,,False,12,Tarde,Blanco,"Leg bitten, surgically amputated"
1945-01-01,1945,IRAQ,Basrah,M,15,,False,12,Tarde,Toro,Left foot bitten
1944-12-02,1944,USA,Florida,NAN,,,False,,,Tigre,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT"
,1944,SOUTH AFRICA,Western Cape Province,M,17,,True,16,Tarde,Blanco,"FATAL, body not recovered"
1944-05-04,1944,PANAMA,Caribbean Sea,M,,,True,,,Blanco,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. "
1944-04-01,1944,NICARAGUA,Lake Nicaragua (fresh water),NAN,,,True,,,Toro,Some killed & others severely injured
1943-09-23,1943,PANAMA,Gulf of Panama,M,20,,True,14,Tarde,Blanco,"FATAL, left leg  & shoulder bitten  "
1943-06-16,1943,AUSTRALIA,Tasmania,M,18,,False,,,Blanco,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first"
1942-12-26,1942,AUSTRALIA,New South Wales,F,15,,True,10,Mañana,Toro,"FATAL, legs bitten "
1942-11-01,1942,SOUTH AFRICA,Western Cape Province,M,18,,True,12,Tarde,Blanco,"FATAL, body not recovered"
1942-09-12,1942,AUSTRALIA,Queensland,M,24,,False,16,Tarde,Tigre,"Right foot severed & calf removed, leg  surgically amputated below the knee"
,1942,SOUTHWEST PACIFIC OCEAN,,M,,,True,,,Tigre,"FATAL, 2 of the 9 airmen killed by sharks"
1942-01-04,1942,AUSTRALIA,New South Wales,F,28,,True,15,Tarde,Toro,"FATAL, bitten in two  "
1942-01-01,1942,SOUTHWEST PACIFIC OCEAN,,M,,,False,,,Tigre,"No injury to occupants, They fought off sharks & killed one with an automatic. Rescued 34 days later"
1941-12-07,1941,SOUTH ATLANTIC OCEAN,,NAN,,,True,,,Tigre,"Only 170 survived, many of the crew were said to have been taken by sharks"
1941-11-27,1941,SOUTH ATLANTIC OCEAN,Off Libya,M,23,,False,,,Tigre,Right hand severed
1941-11-27,1941,SOUTH ATLANTIC OCEAN,Off Libya,M,,,False,,,Tigre,Lacerations to chest
1940-03-31,1940,SOUTH AFRICA,KwaZulu-Natal,M,25,,True,11,Mañana,Blanco,"FATAL, right thigh & calf bitten "
1940-02-22,1940,SOUTH AFRICA,KwaZulu-Natal,M,17,,True,16,Tarde,Blanco,"FATAL, left thigh & knee bitten "
,1940,SLOVENIA,Adriatic Sea,NAN,,,False,,,Blanco,"No inury to occupants, shark struck boat"
,1939,AUSTRALIA,Queensland,M,27,,False,,,Tigre,"Both thighs were lacerated, recovered at Thursday Island hospital"
,1939,AUSTRALIA,Torres Strait ,M,,,False,,,Tigre,"Leg severely bitten, surgically amputated"
,1939,BAHAMAS,Andros Islands,NAN,,,False,,,Tigre,"No injury to occupant, shark rammed bow of boat"
1939-01-01,1939,CURACAO,Ascension Bay,M,,,False,,,Tigre,"No injury, left hip bumped by shark"
1938-10-05,1938,AUSTRALIA,Queensland,M,18,,False,,,Tigre,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT
1938-06-17,1938,NICARAGUA,Lower San Juan River,NAN,,,True,,,Toro,"FATAL x 2, all other passengers & crew reached shore after a long swim"
1938-05-15,1938,IRAQ,Basrah City,M,,,False,,,Toro,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot."
1938-01-21,1938,AUSTRALIA,New South Wales,M,,,False,,,Tigre,Thumb bitten by landed shark PROVOKED INCIDENT
1937-10-27,1937,AUSTRALIA,Queensland ,M,25,,True,17,Tarde,Tigre,FATAL
1937-10-27,1937,AUSTRALIA,Queensland,M,18,,True,17,Tarde,Tigre,FATAL
1937-08-31,1937,AUSTRALIA,Torres Strait,M,38,,False,11,Mañana,Tigre,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)"
1937-02-13,1937,AUSTRALIA,New South Wales,M,32,,True,15,Tarde,Blanco,"FATAL, buttocks, ankle & right elbow bitten "
1936-12-01,1936,AUSTRALIA,Victoria,M,50,,True,,,Blanco,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking"
1936-08-24,1936,AUSTRALIA,Torres Strait,M,,,False,,,Tigre,Flexed right leg bitten
1936-07-25,1936,USA,Massachusetts,M,16,,True,15,Tarde,Blanco,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   "
1936-06-26,1936,AUSTRALIA,Torres Strait,M,16,,True,,,Tigre,FATAL
1936-04-22,1936,AUSTRALIA,Queensland,M,16,,False,10,Mañana,Tigre,"Arm & back bitten, heel lacerated"
1936-02-04,1936,AUSTRALIA,New South Wales,M,14,,True,15,Tarde,Blanco,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches"
1936-01-22,1936,AUSTRALIA,South Australia,M,13,,True,18,Tarde,Blanco,FATAL 
1935-05-19,1935,SOUTH AFRICA,KwaZulu-Natal,M,,,False,,,Blanco,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT"
1935-03-20,1935,AUSTRALIA,Torres Strait,M,,,False,,,Tigre,Left thigh abraded & 3 fingers lacerated
1935-03-09,1935,AUSTRALIA,New South Wales,M,27,,True,12,Tarde,Blanco,"FATAL, left thigh, buttock, left forearm bitten, finger removed  "
1935-03-02,1935,AUSTRALIA,New South Wales,M,22,,True,17,Tarde,Blanco,"FATAL, thigh bitten "
1935-01-24,1935,AUSTRALIA,New South Wales,M,,,False,,,Tigre,"No injury, sleeve ripped"
1934-12-31,1934,AUSTRALIA,New South Wales,F,13,,False,20,Noche,Tigre,Hands severed
1934-08-27,1934,ITALY,Sicily,M,,,False,,,Blanco,No injury to occupants
1934-08-21,1934,CROATIA,Adriatic Sea,F,18,,True,,,Blanco,FATAL
1934-02-24,1934,AUSTRALIA,Torres Strait,M,,,False,12,Tarde,Tigre,"Lacerated knee & foot, deep puncture wounds"
1933-11-20,1933,AUSTRALIA,Torres Strait,M,,,True,,,Tigre,"FATAL, right buttock & thigh bitten "
1933-11-18,1933,AUSTRALIA,Queensland,M,17,,False,,,Tigre,"Hand badly injured, right arm surgically amputated above wrist"
,1933,USA,California,M,50,,False,,,Tigre,Survived
1933-04-10,1933,USA,Florida,M,24,,True,,,Tigre,FATAL
1932-07-02,1932,CANADA,Bay of Fundy,M,,,False,,,Blanco,"No injury to occupants, shark bumped boat repeatedly"
1931-09-21,1931,USA,Florida,F,20,,False,,,Martillo,Right thigh & calf lacerated
1931-06-13,1931,USA,Hawaii,M,,,False,,,Tigre,Tip of finger amputated PROVOKED INCIDENT
1930-07-11,1930,USA,Florida,M,21,,False,,,Tigre,Arm lacerated from shoulder to wrist
1930-02-15,1930,AUSTRALIA,Victoria,M,18,,True,16,Tarde,Blanco,FATAL
1930-01-16,1930,SOUTH AFRICA,Western Cape Province,M,23,,False,17,Tarde,Blanco,Torso & arm bitten
1929-12-26,1929,AUSTRALIA,New South Wales,M,16,,True,,,Tigre,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  "
,1928,ITALY,Tuscany,M,,,False,,,Blanco,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT"
,1928,AUSTRALIA,Queensland,M,,,False,,,Tigre,Severe lacerations to arm
1927-12-28,1927,SOUTH AFRICA,Western Cape Province,M,17,,True,11,Mañana,Blanco,"FATAL, leg bitten  "
1926-07-23,1926,ITALY,Golfo di Genova in the Ligurian Sea,M,20,,True,11,Mañana,Blanco,"FATAL, body was not recovered"
1926-07-08,1926,USA,California,M,15,,False,,,Blanco,Leg & hand lacerated and dog bitten
1926-05-18,1926,USA,Hawaii,M,,,True,,,Blanco,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka"
1926-03-17,1926,AUSTRALIA,South Australia,F,,,True,15,Tarde,Blanco,FATAL
1925-11-22,1925,AUSTRALIA,Western Australia,M,55,,True,15,Tarde,Tigre,"FATAL, thigh  & torso bitten, then shark charged rescue boat "
1922-05-06,1922,SOUTH AFRICA,Western Cape Province,M,18,,False,,,Blanco,Abdomen & thigh bitten
1922-03-02,1922,AUSTRALIA,New South Wales,M,21,,True,11,Mañana,Blanco,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene"
1922-02-04,1922,AUSTRALIA,New South Wales,M,18,,True,15,Tarde,Blanco,"FATAL, both arms & shoulder bitten"
1918-11-01,1918,SAN DOMINGO,60 miles north of San Domingo in the West Indies,M,,,True,,,Tigre,"FATAL, ""men snatched from rafts by sharks""   "
1916-07-06,1916,USA,New Jersey,M,,,True,,,Blanco,FATAL
1916-07-01,1916,USA,New Jersey,M,24,,True,17,Tarde,Blanco,"FATAL, left leg bitten"
,1915,USA,Florida,M,,,,,,Blanco,"Fatal, drowning or scavenging"
,1914,AUSTRALIA,South Australia,M,,,False,,,Tigre,Lacerations to foot
1913-09-21,1913,USA,Florida,M,,,False,,,Martillo,Major injuries but survived
1913-01-01,1913,AUSTRALIA,Torres Strait,M,,,False,,,Tigre,"Head, neck & left shoulder bitten"
1912-01-01,1912,SPAIN,Balearics,M,,,True,,,Blanco,FATAL
,1908,CROATIA,Adriatic Sea,F,,,True,,,Blanco,"FATAL, lost a leg"
1907-12-21,1907,AUSTRALIA,New South Wales,M,,,True,,,Toro,FATAL
1907-03-07,1907,MALTA,Harare Province,M,,,True,,,Blanco,"FATAL,            Fell overboard and were killed by shark"
1905-08-24,1905,EGYPT,Suez Canal,M,,,,,,Tigre,Probable drowning & scavenging. 
1903-01-10,1903,AUSTRALIA,New South Wales,M,,,True,,,Toro,FATAL
1901-07-30,1901,SOUTH AFRICA,Western Cape Province,M,29,,True,14,Tarde,Blanco,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL"
1898-01-01,1898,USA,South Carolina,M,15,,False,,,Blanco,Lacerations to left hand
,1881,ITALY,Sicily,M,,,False,,,Blanco,Non-Fatal
1880-11-25,1880,AUSTRALIA,Queensland,M,12,,True,,,Toro,"Feet bitten, surgically amputated FATAL"
1879-01-01,1879,USA,Mississippi,M,,,True,,,Tigre,FATAL
,1874,CANADA,Newfoundland,M,,,False,,,Blanco,Shark bit & tipped the dory
,1873,AUSTRALIA,Queensland,M,,,False,,,Martillo,Survived
,1869,AUSTRALIA,South Australia,M,,,False,,,Tigre,Foot bitten
1868-09-01,1868,ITALY,Adriatic Sea,M,,,True,,,Blanco,FATAL
